# x l P_ref P_forward P_backward_exp abs_err_forward rel_err_forward abs_err_backward rel_err_backward
0.5 3 -4.37500000000000000e-01 -4.37500000000000000e-01 -1.09213175588731490e-01 0.00000000000000000e+00 0.00000000000000000e+00 3.28286824411268496e-01 7.50369884368613738e-01
0.5 4 -2.89062500000000000e-01 -2.89062500000000000e-01 4.43006060091197362e+00 0.00000000000000000e+00 0.00000000000000000e+00 4.71912310091197362e+00 1.63256150518035845e+01
0.5 5 8.98437500000000000e-02 8.98437500000000000e-02 4.07442508129176151e+00 0.00000000000000000e+00 0.00000000000000000e+00 3.98458133129176151e+00 4.43501226439430880e+01
0.5 6 3.23242187500000000e-01 3.23242187500000000e-01 4.31724904241365601e-02 0.00000000000000000e+00 0.00000000000000000e+00 2.80069697075863433e-01 8.66439183702973237e-01
0.5 7 2.23144531250000000e-01 2.23144531250000000e-01 -3.45227561428481167e+00 0.00000000000000000e+00 0.00000000000000000e+00 3.67542014553481167e+00 1.64710294486986761e+01
0.5 8 -7.36389160156250000e-02 -7.36389160156250000e-02 -3.27428431751313020e+00 0.00000000000000000e+00 0.00000000000000000e+00 3.20064540149750520e+00 4.34640482868919378e+01
0.5 9 -2.67898559570312500e-01 -2.67898559570312500e-01 -2.36901982870126974e-02 0.00000000000000000e+00 0.00000000000000000e+00 2.44208361283299813e-01 9.11570266279110086e-01
0.5 10 -1.88228607177734375e-01 -1.88228607177734375e-01 2.92435019738915525e+00 0.00000000000000000e+00 0.00000000000000000e+00 3.11257880456688962e+00 1.65361623359824641e+01
0.5 11 6.38713836669921875e-02 6.38713836669921875e-02 2.81296173231420532e+00 0.00000000000000000e+00 0.00000000000000000e+00 2.74909034864721313e+00 4.30410332580269994e+01
0.5 12 2.33752965927124023e-01 2.33752965927124023e-01 1.51006458610540156e-02 0.00000000000000000e+00 0.00000000000000000e+00 2.18652320066069994e-01 9.35399126162267058e-01
0.5 13 1.65804266929626465e-01 1.65804266929626465e-01 -2.58206020880825271e+00 0.00000000000000000e+00 0.00000000000000000e+00 2.74786447573787918e+00 1.65729418586324790e+01
0.5 14 -5.71736395359039307e-02 -5.71736395359039307e-02 -2.50386580107893719e+00 0.00000000000000000e+00 0.00000000000000000e+00 2.44669216154303326e+00 4.27940600144330219e+01
0.5 15 -2.10018500685691833e-01 -2.10018500685691833e-01 -1.04807461552698412e-02 0.00000000000000000e+00 0.00000000000000000e+00 1.99537754530421996e-01 9.50096081435439554e-01
